Date,AAPL,ABBV,ABT,ACN,ADBE,AMZN,AVGO,BAC,BRK,CMCSA,COST,CRM,CSCO,CVX,DHR,DIS,FB,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MS,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,UPS,V,VZ,WFC,WMT,XOM,SP500
2010-01-04,6.5627,,19.871,33.5199,37.09,133.9,14.7446,13.5348,3.2686,6.8354,44.2949,18.705,18.2065,49.5346,18.5487,27.934,,,21.7365,14.6802,45.7395,31.904,19.9481,24.4595,24.2082,44.6931,33.9371,23.7504,25.221,23.9529,7.64,14.1652,4.2463,21.2635,43.3272,11.5644,42.7363,,34.4214,14.6647,45.5262,,19.4169,26.496,41.0831,20.2827,17.9655,20.0333,41.1289,44.2512,1132.99
2010-01-05,6.574,,19.7105,33.7271,37.7,134.69,14.8541,13.9747,3.3293,6.7428,44.1607,18.625,18.1254,49.8855,18.5265,27.8642,,,21.8957,14.6731,45.2092,32.522,19.7068,24.0293,24.1366,44.3514,34.6328,23.8466,26.143,23.9606,7.3586,14.2215,4.3083,21.2378,43.8507,11.3994,42.7503,,35.2501,14.5929,45.6796,,19.3049,26.454,41.1537,20.0503,17.9979,20.5833,40.7194,44.424,1136.52
2010-01-06,6.4695,,19.82,34.0856,37.62,132.25,14.9713,14.1386,3.3033,6.6944,44.7348,18.5925,18.0074,49.8918,18.561,27.7159,,,21.8199,14.6239,45.5769,32.7006,19.6998,24.2068,24.1017,43.7463,35.2037,24.1675,26.4776,23.8136,7.6171,14.1348,4.3359,20.9298,43.4121,11.3628,42.5475,,34.9054,14.3794,46.1109,,19.163,26.7145,40.8501,19.781,17.4795,20.6126,40.6284,44.8079,1137.14
2010-01-07,6.4575,,19.9841,34.0538,36.89,130.0,14.8775,14.6044,3.3119,6.8354,44.5186,18.51,18.0885,49.7038,18.7141,27.725,,,22.0777,14.4833,45.2516,33.3484,19.6509,24.0839,23.9442,44.0666,35.5298,24.206,26.8611,23.5675,7.4857,14.2735,4.2509,20.8613,43.1362,11.32,42.3168,,35.9174,14.2179,46.1109,,19.2228,27.7397,40.5394,19.9651,17.3754,21.3606,40.6511,44.6672,1141.6899
2010-01-08,6.5004,,20.0863,33.9183,36.69,133.52,14.987,14.475,3.3466,6.8153,44.198,18.5375,18.1844,49.7915,18.9757,27.7683,,,21.9715,14.645,45.4072,33.2665,19.2871,23.8996,23.9527,44.0239,35.7162,24.1932,26.3144,23.7284,7.6143,14.2454,4.2601,21.118,42.9947,11.4117,42.2609,,36.2767,14.1138,46.8872,,19.6632,27.4792,42.4883,20.0204,17.3864,21.1626,40.4463,44.488,1144.98
2010-01-11,6.4431,,20.1885,33.8864,36.21,130.308,15.0808,14.6044,3.4333,6.771,44.2502,18.4125,18.1328,50.6749,19.1904,27.3154,,,21.3499,14.7294,45.4142,33.1548,19.6788,24.2273,23.5585,44.3656,35.5764,24.2894,26.143,23.4266,7.6043,14.0698,4.2004,21.1266,42.9451,11.5033,42.0931,,36.1447,14.0461,47.4431,,19.4094,27.6641,44.3596,19.9628,17.4576,21.1186,41.1137,44.9871,1146.98
2010-01-12,6.3698,,20.1301,33.6713,35.66,127.35,14.8541,14.1127,3.3813,6.6501,44.0116,17.0725,17.8452,50.3805,18.9239,26.8451,,,21.2134,14.4889,45.6547,32.3805,19.8922,24.1454,23.5453,44.6077,35.1959,24.0969,25.4005,23.2718,7.4814,14.0503,4.058,21.0153,43.5465,11.4666,42.5755,,35.5581,14.0408,46.6572,,18.5957,26.933,44.063,19.8685,17.474,20.5906,41.5081,44.7631,1136.22
2010-01-13,6.4596,,20.3212,34.0538,36.28,129.11,14.4006,14.337,3.3639,6.7549,44.2875,17.125,18.1697,49.9983,18.9707,27.2545,,,21.3271,14.7364,45.9446,32.9463,19.9446,24.48,24.1573,44.5578,35.3978,24.9825,25.5066,23.4885,7.7086,14.176,4.1131,21.2207,43.9003,11.7354,43.016,,35.7121,13.8742,46.6764,,18.6778,27.3447,43.83,20.0526,17.4521,20.9573,41.7205,44.584,1145.6801
2010-01-14,6.4222,,20.3433,34.3565,35.9,127.35,14.4084,14.5095,3.3726,6.7146,43.7805,17.2975,18.3982,49.8416,19.0497,27.0195,,,21.456,15.102,46.0365,33.2739,19.9796,24.5824,24.5657,44.6006,35.7085,25.6627,25.4576,23.9606,7.2843,14.0871,4.0488,21.7266,44.4309,11.8393,43.058,,35.4701,13.6398,46.408,,18.4464,28.0002,43.9218,20.1216,17.0962,21.2579,41.1137,44.5904,1148.46
2010-01-15,6.3149,,20.3947,34.1095,35.87,127.14,14.2599,14.0265,3.3726,6.6985,43.8327,17.1575,17.9927,49.6411,18.8103,26.6536,,,21.6607,14.6239,45.6547,32.522,19.6858,24.4595,24.7704,44.3372,35.4211,25.329,24.7885,23.8832,7.2786,13.9571,3.9294,21.6408,44.0701,11.9065,42.5266,,35.5874,13.4315,45.7658,,18.2896,28.3616,43.7311,19.8225,16.7457,20.5906,40.7118,44.2256,1136.03
2010-01-19,6.5943,,20.6557,34.8585,36.95,127.61,13.9237,14.0782,3.3293,6.771,43.952,17.375,18.3245,49.9231,18.9584,27.0106,,,21.8957,14.7997,46.2133,32.2241,19.7313,25.5452,24.9684,45.1914,35.7473,26.067,25.425,24.069,7.3143,14.0264,4.0029,21.718,44.0984,12.218,43.1559,,36.1667,13.645,46.9351,,18.4538,29.5212,43.9571,20.216,17.1016,20.7373,40.9772,44.328,1150.23
2010-01-20,6.4926,,20.6704,34.6673,36.49,125.78,14.041,14.2249,3.3639,6.6542,43.445,17.1375,18.0001,48.9645,18.756,27.1673,,,21.7289,14.8208,46.0719,32.3135,19.4095,25.4701,24.8401,44.8568,35.4211,26.3301,24.9925,23.6704,7.32,13.9116,3.9857,21.4865,43.8295,12.1814,42.5714,,35.4554,13.4523,46.7434,,18.3269,29.0338,43.1874,20.117,16.8169,20.4,40.8483,43.5345,1138.04
2010-01-21,6.3806,,20.4205,34.3326,35.82,126.62,14.0606,13.345,3.2426,6.4447,42.8858,16.72,17.683,47.7678,18.4401,26.6622,,,21.5925,14.6521,45.2374,30.1841,19.0144,24.6575,24.3799,44.9921,34.2407,25.7205,23.94,23.2254,7.3129,13.7945,3.9156,21.2893,43.1149,11.7538,42.1418,,35.2647,13.369,45.785,,18.0507,27.8153,42.1564,19.4336,16.773,20.532,40.1354,42.6834,1116.48
2010-01-22,6.0641,,20.0345,33.6076,34.38,121.43,13.7283,12.8533,3.2079,6.3843,42.5503,16.135,16.9382,46.734,18.1291,26.1134,,,21.0163,13.9982,44.6929,29.1566,18.9689,24.2546,23.748,45.1274,33.6271,24.944,22.6834,22.4128,7.27,13.6514,3.7801,20.7063,42.7258,11.5827,42.4728,,34.3041,13.2232,45.0853,,17.252,27.8657,41.4856,19.0378,16.6143,19.9893,40.1506,42.2994,1091.76
2010-01-25,6.2274,,20.1044,33.3686,34.16,120.31,13.7986,12.9223,3.1992,6.4487,42.9081,16.0325,16.9529,46.7089,18.3932,26.0612,,,20.9404,14.2865,44.7071,29.1938,19.0074,24.4117,23.8084,44.9138,34.2096,24.8734,22.6344,22.6914,7.0186,13.801,3.8444,20.6034,42.6126,11.5155,42.6981,,34.3994,13.3221,45.1428,,17.6849,27.7313,41.4856,18.8767,16.8004,20.2826,40.105,42.1394,1096.78
2010-01-26,6.3152,,20.0235,33.3287,33.94,119.48,13.8846,12.7411,3.1732,6.3239,43.1915,16.3525,16.8866,46.4583,18.2796,25.8349,,,21.0238,14.0615,44.403,28.6205,18.9339,24.6917,23.4463,45.4264,33.9844,24.7579,22.2999,22.8307,7.1357,13.8162,3.7227,20.4748,42.6268,11.4727,42.7404,,34.3848,13.1919,44.5582,,17.4311,27.2607,41.4079,18.6742,16.5212,19.7913,40.6587,42.1842,1092.17
2010-01-27,6.3748,,19.8103,33.4084,33.14,122.75,13.611,13.1035,3.1212,6.3843,42.8932,16.35,17.0709,46.1763,18.3117,25.5387,,,21.1072,14.2302,44.8626,29.2832,19.0633,24.8487,24.1743,45.3694,33.8524,24.7964,22.8476,22.9622,7.2814,13.8725,3.8238,20.4576,42.6551,11.6072,42.8249,,34.6121,13.343,44.5294,,17.5655,27.933,41.9022,19.3093,16.3569,20.6786,40.4994,41.9411,1097.5
2010-01-28,6.1113,,19.8287,32.8985,32.89,126.03,13.8534,13.2587,3.1559,6.2916,42.759,16.04,16.6064,45.8881,17.9834,25.5648,,,20.7282,14.0052,45.1172,29.3948,18.9479,24.4117,23.5255,44.7287,33.5262,24.3664,22.4716,22.5675,9.0057,13.7685,3.6952,20.1232,42.2659,11.3811,43.4376,,29.6843,13.3013,44.3761,,17.2954,28.0926,41.6339,19.0193,16.0612,20.8619,39.9003,41.5699,1084.53
2010-01-29,5.8897,,19.4575,32.6594,32.3,125.41,13.5876,13.0948,3.1559,6.3762,42.8187,15.8875,16.5695,45.1864,17.6107,25.7389,,,21.2361,13.6396,44.4525,28.9928,18.9724,24.0361,23.5679,44.4439,33.3087,24.5012,21.8912,21.8091,8.8929,13.8183,3.5344,19.7717,42.181,11.3994,43.346,,28.7383,13.2076,44.2323,,16.8827,27.7313,40.7936,18.8767,16.1105,20.8473,40.5222,41.2307,1073.87
2010-02-01,5.9715,,19.6045,32.8188,32.48,118.87,13.6814,13.3019,3.0952,6.4205,43.1765,16.295,16.7612,46.1012,17.7341,25.7128,,,21.5242,13.7873,44.6151,29.5065,19.0179,23.8996,23.8999,45.4833,33.5106,24.5782,22.5288,21.9871,8.7186,13.8942,3.8054,19.9089,42.9451,11.4788,43.6559,,29.1636,13.218,44.9703,,17.2954,27.8405,41.2314,19.2518,16.2145,21.2139,40.5601,42.3506,1089.1899
2010-02-02,6.0061,,20.0088,33.1614,32.98,118.12,13.8377,13.4571,3.1645,6.5615,43.8177,16.265,16.9751,46.6463,18.0353,26.1134,,,22.0095,13.9982,45.2516,30.1915,19.2522,24.3229,23.8188,45.583,34.3805,25.3739,22.9375,22.0258,8.8357,13.8574,3.8444,20.3719,43.2635,11.7538,44.2967,,28.7896,13.3794,45.6221,,17.4905,28.6137,41.3938,19.3323,16.2802,21.1113,40.5677,42.8498,1103.3199
2010-02-03,6.1094,,20.086,33.1455,32.98,119.1,13.7752,13.3967,3.1645,6.4326,43.5568,16.405,17.0119,45.8693,17.9884,26.784,,,21.5849,13.9468,44.997,29.9979,19.1892,24.1113,23.3491,46.423,34.1708,24.8477,22.7985,22.1574,8.85,13.8725,3.8766,20.3633,43.3626,11.4882,44.1207,,29.061,13.3221,46.3984,,17.4079,28.0002,41.5703,19.2196,15.9845,20.6703,41.1592,42.6194,1097.28
2010-02-04,5.8893,,19.7809,32.3567,32.24,115.94,13.4625,12.7239,3.1212,6.2514,43.6314,15.6075,17.0783,44.7165,17.4676,25.8435,,,21.1755,13.4791,44.2969,28.5535,18.6856,23.6742,20.9471,45.6043,32.8195,23.8081,21.7686,21.546,8.62,13.4585,3.6515,19.8146,42.1952,11.1243,43.2404,,27.9903,13.0357,45.2962,,16.9502,27.2775,40.4546,19.1114,15.6779,19.877,40.1733,41.4163,1063.11
2010-02-05,5.9938,,19.8361,32.3009,32.77,117.39,13.4468,12.9396,2.9911,6.2111,43.6761,15.52,17.4765,44.5975,17.5268,25.7302,,,21.2134,13.798,44.2969,28.5163,18.5667,23.5718,20.8179,45.1131,32.3613,23.5707,22.2836,21.6853,8.6914,13.374,3.725,20.1918,42.1032,11.081,43.17,,27.895,13.1451,45.047,,17.2353,27.3447,40.3911,18.9986,15.7381,20.1414,40.5373,41.4675,1066.1899
2010-02-08,5.9527,,19.6082,32.0061,32.05,116.83,13.2983,12.491,2.9478,6.1265,43.348,15.53,17.3283,43.9396,17.3146,25.6779,,,21.6759,13.713,44.106,28.0695,18.4128,23.7493,21.3516,44.7928,32.4545,23.4808,21.744,21.4531,8.7,13.2873,3.7181,19.8231,41.7141,11.007,42.9657,,27.5064,13.0097,44.8457,,17.3329,27.2355,39.9815,19.1114,15.5355,19.4142,40.143,41.4482,1056.74
2010-02-09,6.0162,,19.6082,32.0619,32.31,118.03,13.2827,12.4824,2.9911,6.199,43.8103,16.165,17.6166,44.6789,17.4972,25.9915,,,21.8881,13.9256,44.3818,28.5833,18.8885,24.0361,21.0734,45.2555,32.8971,23.4038,22.1773,21.6775,8.8757,13.5496,3.6883,20.1575,42.4853,11.0317,43.4939,,27.7997,13.1555,45.6987,,17.543,27.7313,40.5394,19.162,15.7436,19.6199,40.3857,41.9957,1070.52
2010-02-10,5.9833,,19.5751,31.8866,32.76,117.36,13.1341,12.6549,3.0258,6.1668,44.2366,16.1825,17.5207,44.328,17.5194,26.157,,,21.7214,13.9539,44.3606,28.9407,18.8115,23.6622,21.3988,45.0277,32.734,23.2306,22.4879,21.6621,8.7843,13.5777,3.7595,19.8146,42.7187,10.9453,43.4305,,27.4477,13.0826,45.1716,,17.588,27.4876,40.2993,19.2761,15.8093,19.9651,40.3781,41.7702,1068.13
2010-02-11,6.0923,,19.678,32.0858,32.64,120.09,13.3921,12.6204,2.9738,6.1748,44.6255,16.49,17.6461,44.9421,17.7465,26.2701,,,21.9791,14.2161,44.4878,29.0523,18.9619,23.6622,21.5968,45.4121,32.8505,23.6669,22.1691,21.7627,9.0514,13.6449,3.9317,20.0203,43.2918,11.0256,43.6348,,27.873,13.119,45.3441,,17.8356,27.8321,40.3847,19.6218,15.9024,19.8917,40.2567,42.0214,1078.47
2010-02-12,6.1447,,19.8214,32.261,31.45,119.66,13.5719,12.4651,3.0258,6.1789,44.3338,16.2725,17.5207,44.9168,17.7539,26.1918,,,21.9867,14.4783,44.3535,29.0002,18.878,23.5098,21.2649,45.2697,32.9593,23.6926,22.2018,21.6156,9.0257,13.5452,3.9845,20.0718,43.1008,10.9823,43.4939,,28.4816,13.0565,45.2962,,18.0307,27.0422,39.9789,19.5388,15.8421,19.7448,40.1202,41.738,1075.51
2010-02-16,6.2373,,20.0639,32.5399,31.81,117.53,13.6657,13.0776,3.0258,6.3118,45.3733,16.55,17.6977,46.1692,18.1414,26.5403,,,22.3203,14.6838,44.9829,29.8341,19.1717,23.5999,21.2479,45.5687,33.3709,24.1675,22.7413,22.0433,9.2657,13.7967,4.058,20.4147,43.3767,10.933,44.2474,,28.6136,13.1867,46.2067,,18.601,26.58,40.8191,19.7923,15.979,20.1194,40.6208,42.6913,1094.87
2010-02-17,6.2113,,20.1228,32.5001,32.33,116.31,13.611,13.5089,3.0952,6.3078,45.6575,16.695,17.7493,46.0743,18.5684,26.88,,,22.76,14.6413,45.2445,29.8118,19.3501,23.8145,21.2036,45.7467,33.7592,23.9622,22.3898,22.2299,9.2157,13.9766,4.0971,20.732,43.9427,10.9021,44.2615,,28.9143,13.2284,46.6859,,18.5409,27.3531,40.9472,19.9167,15.9571,20.0753,41.0,42.3564,1099.51
2010-02-18,6.2228,,20.2036,32.9144,33.24,118.08,13.6423,13.6987,3.1212,6.3359,45.5902,17.1125,17.9042,46.5677,18.6326,27.0195,,,22.9723,14.7689,45.6335,30.0873,19.5529,23.8284,20.9367,45.9033,34.0232,23.9301,22.2836,22.5246,9.4429,13.9679,3.8284,21.0235,44.2399,10.9391,44.6418,,29.193,13.1451,47.2706,,18.631,27.4708,40.7051,20.0412,15.9626,20.0827,40.5525,42.4852,1106.75
2010-02-19,6.1843,,19.9868,32.5638,33.88,117.52,13.7048,13.6987,3.0778,6.4447,45.7248,17.23,17.9632,46.8397,18.7462,27.2022,,,22.8586,14.7547,45.4696,29.8043,19.4865,23.7107,20.9961,46.0884,33.9378,24.0584,22.4062,22.3698,9.5214,13.9484,3.8077,20.852,44.3318,11.0996,44.6841,,29.0316,13.0722,47.1747,,18.766,26.8405,41.1608,20.0066,15.8914,20.1047,40.5677,42.4272,1109.17
2010-02-22,6.1458,,19.9941,32.4284,33.7,118.01,13.5641,13.9833,3.0692,6.5212,45.4631,17.26,17.9189,46.1502,18.6967,27.1064,,,22.9875,14.7901,45.2415,30.4149,19.3676,23.8699,21.1479,46.1098,33.9067,23.8209,22.6514,22.3387,9.3243,13.9397,3.8146,21.2722,44.155,11.0749,44.6629,,28.6063,13.0305,46.1013,,18.5559,27.7985,41.2605,20.0297,15.8805,20.5748,40.8255,42.1245,1108.01
2010-02-23,6.0429,,19.8361,32.0778,33.44,117.24,13.5876,13.7504,3.0778,6.5011,45.2537,17.06,17.7346,45.5683,18.4228,26.9322,,,23.3135,14.4486,45.1133,29.6927,19.1752,23.5168,20.9386,46.181,33.2932,23.4295,22.1936,22.0277,9.1929,13.9007,3.7227,20.9892,43.7092,10.9021,44.5151,,28.2617,12.9315,47.6061,,18.2333,27.5716,41.5809,19.8476,15.7381,20.0459,40.6663,41.8282,1094.6
2010-02-24,6.1532,,19.9684,32.0937,34.55,119.72,13.869,14.0869,3.0258,6.6139,45.5154,17.36,17.9484,45.758,18.3932,27.3416,,,23.776,14.6697,45.213,30.4149,19.2906,23.5722,20.9131,46.4586,33.8524,23.699,22.7495,22.261,9.2414,14.0741,3.8008,21.2379,43.9215,10.9885,44.9939,,27.8934,12.9732,46.3792,,18.571,28.2523,41.8372,19.7347,15.8586,20.3177,40.8938,42.2211,1105.24
2010-02-25,6.1944,,19.8912,31.6714,34.56,118.2,14.1426,14.2766,2.9738,6.5011,45.9193,17.0025,17.9411,45.6125,18.4006,27.3154,,,23.776,14.6201,45.0919,30.2585,18.5772,23.7107,20.8886,46.2217,33.7359,23.468,22.6759,22.2377,9.3729,14.3407,3.7664,21.3236,44.0771,10.9145,44.8601,,27.3852,12.9003,47.2323,,18.3984,28.1094,41.5951,19.6425,15.8147,20.1561,41.0682,41.957,1102.9399
2010-02-26,6.2747,,19.95,31.8467,34.65,118.4,14.1895,14.3715,3.0258,6.6219,45.5977,16.9875,17.9411,45.7327,18.2574,27.2111,,,23.6547,14.5492,44.8924,31.2488,18.4373,23.7799,21.1602,45.8412,33.7048,23.6669,23.0356,22.2921,9.4357,14.6529,3.7204,21.135,44.1974,10.8281,44.5644,,27.019,12.9211,46.7434,,18.2933,28.454,41.823,19.654,15.8421,20.0827,41.0076,41.8669,1104.49
2010-03-01,6.4087,,19.9537,31.9423,34.89,124.54,14.3068,14.4147,2.9998,6.779,46.1063,17.725,18.1402,46.0553,18.598,27.4723,,,23.829,14.7901,45.1703,31.1445,18.6297,23.7661,21.9496,45.9345,34.1086,23.9172,23.0438,22.5642,9.9571,14.7916,3.8697,21.2121,44.8766,10.9515,44.7263,,26.1919,13.0201,46.6284,,18.4809,28.6052,41.9013,20.0089,15.875,20.09,40.8786,42.1245,1115.71
2010-03-02,6.4044,,20.0603,32.3487,34.74,125.53,14.6352,14.199,3.0258,6.7669,45.9043,17.96,18.1475,46.3779,18.64,27.7683,,,23.776,14.6679,45.2059,30.9882,18.6402,23.9253,21.8619,45.9991,34.7532,23.9942,23.4607,22.1288,9.8543,14.7461,3.8674,21.0749,45.1384,10.859,44.8672,,27.9376,12.9576,47.3664,,18.3684,28.5296,42.122,19.9237,16.0228,20.472,40.6435,42.1825,1118.3101
2010-03-03,6.4192,,19.8765,32.3806,34.82,125.89,14.7837,14.1299,3.0778,6.8314,45.3808,17.6425,18.3171,46.2577,18.5833,27.5593,,,23.8594,14.5421,45.1774,30.9212,18.8605,23.7661,21.8939,45.6832,34.6911,23.8787,23.15,22.1288,9.65,14.6615,3.8192,21.0064,45.5873,10.6862,44.7545,,28.4974,12.9628,47.0981,,18.3083,28.6557,42.1363,20.0043,15.9517,20.7144,40.6966,42.1438,1118.79
2010-03-04,6.4615,,19.8765,32.5957,34.94,128.53,14.901,14.1558,3.0692,6.916,45.4706,17.7225,18.3982,46.2261,18.7313,28.3693,,,23.8366,14.5492,45.2985,31.2115,19.0493,23.9184,21.9741,45.5396,34.8076,23.8338,23.8694,22.261,9.7157,14.7181,3.8261,21.2293,45.6799,10.6923,44.839,,28.9098,12.9992,46.5997,,18.5109,27.6893,42.1505,20.0596,16.0283,20.8833,40.9241,42.1245,1122.97
2010-03-05,6.7142,,19.9647,32.8108,35.16,128.91,15.1355,14.4148,3.0778,7.0207,45.3808,18.07,18.59,46.9978,18.9929,28.9354,,,24.1096,14.7335,45.6335,31.8742,19.1298,24.2993,22.5909,45.7119,35.3357,24.0584,24.0411,22.2279,9.6643,14.8683,3.9432,21.3922,45.8652,10.7849,44.8531,,28.5489,13.0149,47.4335,,18.736,28.3531,42.357,20.3984,16.0064,21.4122,41.0607,42.8137,1138.7
2010-03-08,6.7181,,20.0015,33.0339,35.06,130.11,15.0964,14.4493,3.0778,7.0731,45.3733,18.2375,19.2684,47.2129,18.9065,28.9096,,,24.2309,14.7193,45.7475,31.7104,19.0458,24.1885,23.1633,46.753,34.7998,23.9685,24.18,22.261,9.8114,14.9771,3.8858,21.1778,45.7084,10.7047,44.501,,28.571,13.1659,47.8552,,18.5259,27.8153,42.5777,20.887,16.2255,21.2212,41.0682,42.8201,1138.5
2010-03-09,6.839,,20.1411,33.512,35.12,128.82,15.1277,14.5011,3.0865,7.0529,44.9695,18.42,19.2684,46.9978,19.1411,29.014,,,24.1975,14.8398,45.7973,31.5838,18.9479,24.2785,23.2454,46.7386,34.7455,23.7696,23.7468,22.3932,9.9914,15.001,4.0305,21.3322,45.858,10.6306,44.5784,,28.49,13.3117,48.1428,,18.1508,27.7985,42.9266,20.7764,16.3788,21.2873,41.0,43.0134,1140.45
2010-03-10,6.8948,,20.2257,33.512,35.15,130.51,15.4326,14.7687,3.1125,7.061,44.7526,18.7975,19.0781,46.7827,19.2324,29.0316,,,24.2204,15.0169,45.8116,31.9635,18.9549,24.4724,23.5396,46.6237,34.66,23.5322,24.4988,22.5253,10.1829,15.0424,4.0396,21.3236,45.9079,10.5813,44.3742,,28.6373,13.2909,48.3153,,18.4509,27.933,43.2399,21.0921,16.2912,21.7207,40.9027,43.2968,1145.61
2010-03-11,6.915,,20.4131,33.4642,35.22,133.58,15.5264,14.7773,3.3206,7.0771,44.7975,18.855,19.1504,46.8017,19.3212,29.4495,,,24.5412,15.0594,45.7617,32.1497,18.8985,24.8048,23.5953,46.8176,34.4348,23.9145,24.5397,22.6886,10.17,15.1795,3.9478,21.5551,46.2927,10.6677,44.4869,,28.7993,13.3326,48.7274,,18.0607,28.1515,44.4787,21.3733,16.3405,21.8603,41.162,43.2968,1150.24
2010-03-12,6.9488,,20.0382,33.5598,35.16,131.82,15.3622,14.5443,3.5113,7.0167,44.9994,18.9275,19.084,46.6309,19.2817,29.3449,,,24.7856,15.0736,45.7332,32.1273,18.8104,24.881,23.5745,47.0473,34.1242,24.0961,24.4498,22.7586,9.9971,15.2121,3.9616,21.4779,46.3853,10.5381,44.5925,,28.6889,13.343,48.0757,,18.0082,27.6557,44.3719,21.4908,16.2802,21.7648,41.1087,43.0262,1149.99
2010-03-15,6.8641,,20.1411,33.8625,35.49,131.13,15.1824,14.5443,3.5113,7.061,45.2836,18.9,19.2315,46.5361,19.257,29.3711,,,24.9689,15.0028,46.0111,32.0678,18.9161,24.9364,23.5849,47.3345,35.5764,24.4787,24.2291,22.7742,9.9429,15.3188,3.9409,21.6751,47.1334,10.6492,44.8601,,28.6299,13.4263,47.8648,,17.9632,27.3363,44.6425,21.2972,16.3514,21.9558,42.2679,42.7042,1150.51
2010-03-16,6.8828,,20.097,33.4642,35.02,131.79,15.245,14.6996,3.4853,7.0449,45.5528,19.1725,19.2831,46.7954,19.2472,29.3972,,,24.862,15.598,45.9826,32.1944,18.9338,25.0541,23.5151,47.435,35.0406,24.6019,24.7768,22.8364,10.09,15.3166,4.0775,21.6151,47.0764,10.6492,44.7404,,28.7331,13.4628,47.4527,,18.5184,27.7733,44.4859,21.1221,16.3897,22.2422,42.7027,42.8781,1159.46
2010-03-17,6.8727,,20.0309,33.6554,35.49,131.34,15.5499,14.9068,3.468,7.0811,45.8669,19.185,19.3642,47.2319,19.1065,29.3972,,,24.8391,15.7628,46.0681,32.6039,18.9831,25.0818,23.45,47.6576,34.9085,24.6927,24.7522,23.0385,10.1314,15.4254,4.1568,21.838,47.4327,10.6183,45.0784,,28.652,13.4888,47.8936,,18.691,27.5212,44.7707,21.0898,16.5102,22.4406,42.6493,43.3869,1166.21
2010-03-18,6.889,,19.7626,33.6873,35.75,132.76,15.6202,14.7428,3.4333,7.1174,45.8221,19.2275,19.4232,47.2888,19.2497,29.4234,,,24.7474,15.7327,46.3603,32.4922,19.0219,25.1787,23.2284,47.873,35.0794,24.9326,24.5887,23.023,10.0771,16.248,4.0098,21.7609,47.3971,10.6306,44.8813,,29.779,13.5721,47.7882,,18.5484,28.2271,45.8671,20.7718,16.5923,22.2496,42.6645,43.4063,1165.83
2010-03-19,6.8154,,19.6486,33.512,34.67,130.35,15.7219,14.5184,3.3639,7.061,45.4107,19.005,19.2831,47.4279,19.0004,29.3012,,,24.7168,15.5856,46.3959,32.3507,19.304,25.0472,23.0454,47.7653,34.7843,24.6797,24.2209,23.0074,10.0643,15.9999,3.9616,21.598,47.4256,10.4332,44.9587,,29.4991,13.6659,47.8073,,18.2783,28.8994,45.8031,20.4745,16.6526,22.3157,42.2069,43.1808,1159.9
2010-03-22,6.892,,19.7993,33.8068,34.95,130.47,15.589,14.6392,3.3726,7.1617,45.5304,19.3775,19.379,47.099,19.1189,29.5715,,,24.9536,15.761,46.3888,32.5666,19.2299,25.3034,23.302,48.1099,35.5687,24.8353,24.1964,23.0152,10.4129,16.0783,4.0259,21.9152,47.2475,10.5813,44.9869,,29.6666,13.7492,48.6891,,18.5559,27.9834,45.5396,20.5667,16.784,22.3377,42.4205,43.1357,1165.8101
2010-03-23,7.0027,,19.9721,33.7829,35.22,129.26,15.8079,14.786,3.4246,7.2865,45.4407,19.275,19.6445,47.2951,19.1411,29.6237,,,24.8925,16.0675,46.5741,33.192,19.4979,25.3588,23.1614,48.354,35.5065,24.965,24.1392,23.2329,10.4229,16.211,4.1085,22.2839,47.6393,10.8219,45.4447,,29.8453,13.8273,48.737,,19.0962,27.8657,46.0095,20.7372,16.9647,22.8299,42.6264,43.1229,1174.17
2010-03-24,7.0337,,19.7993,33.2968,36.51,128.04,15.3388,15.1657,3.468,7.3228,44.9246,19.04,19.5044,46.7638,18.8571,29.9547,,,24.6863,15.8957,46.1394,33.4601,19.2581,25.1095,23.0756,47.9591,35.1881,24.6473,24.0084,23.0541,10.3386,15.9695,3.9707,22.0867,47.2118,10.8651,44.7968,,29.6022,13.6763,48.622,,18.601,27.496,45.4043,20.4537,16.68,22.6683,42.39,42.833,1167.72
2010-03-25,6.9503,,19.6707,33.0817,35.87,134.73,15.3622,15.3125,3.572,7.4275,44.9097,18.9925,19.4896,46.6815,18.8843,30.5644,,,24.9154,15.839,46.0111,33.4601,19.3216,24.9156,23.2086,48.0309,34.9318,24.4981,23.6323,23.334,10.5057,16.0108,3.9822,22.3268,47.4185,10.7294,44.8038,,31.0753,13.619,48.3057,,18.601,27.8321,45.3189,20.8363,16.5978,22.8152,42.4129,42.7042,1165.73
2010-03-26,7.0806,,19.4428,33.7829,35.51,135.06,15.5655,15.4506,3.8061,7.3872,44.9695,18.7375,19.5184,47.08,18.9213,30.7561,,,25.0147,15.761,45.8757,33.5196,19.2687,24.5278,23.2227,48.2894,34.5513,24.2712,23.5833,23.0619,10.6143,16.0805,3.9822,22.0267,47.447,10.5752,44.8531,,30.8094,13.6659,47.9319,,18.571,27.4204,45.3331,20.7994,16.6307,22.9327,42.3366,42.8588,1166.59
